Plate,Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Experimental Condition [MMS Treatment],Experimental Condition [Genotype],Comment [Gene Identifier],Comment [Gene Symbol],Channels
rad53-MMS-000384 PerkinElmer CellCarrier NEW,A1,Saccharomyces cerevisiae,NCBITaxon,4932,Untreated,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR176W,ECM5,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,J16,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDL053C,PBP4,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,J17,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGR151C,YGR151C,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,J18,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YNL065W,AQR1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,J19,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPL020C,ULP1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,J2,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR229C,RRP5,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,J20,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPR124W,CTR1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,J3,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR224C,MRE11,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,J4,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGL249W,ZIP2,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,J5,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YBL084C,CDC27,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,J6,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR192W,GYL1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,J7,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR291W,YMR291W,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,J8,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YER124C,DSE1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,J9,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YML085C,TUB1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,K1,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGL150C,INO80,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,K10,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDR348C,YDR348C,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,K11,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGR142W,BTN2,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,K12,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPL209C,IPL1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,K13,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YBR211C,AME1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,K14,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGR042W,YGR042W,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,K15,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDR066C,RTR2,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,K16,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPR174C,YPR174C,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,K17,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YBL026W,LSM2,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,K18,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YOR370C,MRS6,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,K19,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPL246C,RBD2,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,K2,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YNL172W,APC1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,K20,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YHR142W,CHS7,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,K3,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDR369C,XRS2,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,K4,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDR089W,YDR089W,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,K5,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YOR058C,ASE1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,K6,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YLR131C,ACE2,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,K7,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR137C,PSO2,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,K8,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YIL101C,XBP1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,K9,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YNL077W,APJ1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,L1,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPL242C,IQG1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,L10,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YFR028C,CDC14,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,L11,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YOR264W,DSE3,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,L12,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDR439W,LRS4,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,L13,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPR075C,OPY2,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,L14,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YJL001W,PRE3,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,L15,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGL222C,EDC1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,L16,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YHR121W,LSM12,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,L17,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YLR363W-A,YLR363W-A,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,L18,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPL265W,DIP5,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,L19,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YNL224C,SQS1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,L2,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YCL061C,MRC1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,L20,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDR519W,FPR2,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,L3,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YAL041W,CDC24,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,L4,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YBR094W,PBY1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,L5,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YLR114C,AVL9,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,L6,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGL163C,RAD54,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,L7,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YNL218W,MGS1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,L8,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YMR092C,AIP1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,L9,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDL160C,DHH1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,M1,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YAR009C,YAR009C,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,M10,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YEL015W,EDC3,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,M11,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGL194C,HOS2,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,M12,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YHR061C,GIC1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,M13,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YJL145W,SFH5,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,M14,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YIL148W,RPL40A,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,M15,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPL166W,ATG29,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,M16,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YDL115C,IWR1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,M17,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YCR028C-A,RIM1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,M18,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YER008C,SEC3,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,M19,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YLR085C,ARP6,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,M2,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YOR160W,MTR10,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,M20,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YGL131C,SNT2,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,M3,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPR008W,HAA1,GFP:protein; RFP:cytoplasm
rad53-MMS-030384 PerkinElmer CellCarrier NEW,M4,Saccharomyces cerevisiae,NCBITaxon,4932,30 minutes,MATa rad53Δ::natMX6 sml1Δ::hygMX6 his3Δ1 leu2Δ0 met15Δ0 ura3Δ0 can1pr-RPL30pr-tdTomato::CaURA3::can1Δ::STE2pr-LEU2 lyp1Δ0,YPL074W,YTA6,GFP:protein; RFP:cytoplasm
